rank,target_id,source_type,repo_url,stars,last_commit_utc,adoption_signal,rank_score,snapshot_ref
1,headroomlabs-ai/headroom,github,https://github.com/headroomlabs-ai/headroom,62682,2026-07-27T09:39:32Z,0,62682,HEAD
2,DeusData/codebase-memory-mcp,github,https://github.com/DeusData/codebase-memory-mcp,35752,2026-07-27T09:38:54Z,0,35752,HEAD
3,microsoft/playwright-mcp,github,https://github.com/microsoft/playwright-mcp,35526,2026-07-27T08:35:12Z,0,35526,HEAD
4,github/github-mcp-server,github,https://github.com/github/github-mcp-server,31746,2026-07-27T09:03:34Z,0,31746,HEAD
5,PrefectHQ/fastmcp,github,https://github.com/PrefectHQ/fastmcp,26869,2026-07-27T09:26:28Z,0,26869,HEAD
6,activepieces/activepieces,github,https://github.com/activepieces/activepieces,23437,2026-07-27T09:28:15Z,0,23437,HEAD
7,googleapis/mcp-toolbox,github,https://github.com/googleapis/mcp-toolbox,16027,2026-07-27T09:27:40Z,0,16027,HEAD
8,MODSetter/SurfSense,github,https://github.com/MODSetter/SurfSense,15523,2026-07-27T09:21:55Z,0,15523,HEAD
9,GLips/Figma-Context-MCP,github,https://github.com/GLips/Figma-Context-MCP,15505,2026-07-27T08:17:13Z,0,15505,HEAD
10,hangwin/mcp-chrome,github,https://github.com/hangwin/mcp-chrome,12208,2026-07-27T09:25:39Z,0,12208,HEAD
11,t8y2/dbx,github,https://github.com/t8y2/dbx,11849,2026-07-27T09:37:51Z,0,11849,HEAD
12,BeehiveInnovations/pal-mcp-server,github,https://github.com/BeehiveInnovations/pal-mcp-server,11699,2026-07-27T00:07:00Z,0,11699,HEAD
13,0x4m4/hexstrike-ai,github,https://github.com/0x4m4/hexstrike-ai,10513,2026-07-27T08:38:55Z,0,10513,HEAD
14,LaurieWired/GhidraMCP,github,https://github.com/LaurieWired/GhidraMCP,9598,2026-07-27T09:31:45Z,0,9598,HEAD
15,awslabs/mcp,github,https://github.com/awslabs/mcp,9505,2026-07-27T00:10:04Z,0,9505,HEAD
