rank,target_id,source_type,repo_url,stars,last_commit_utc,adoption_signal,rank_score,snapshot_ref
22,sooperset/mcp-atlassian,github,https://github.com/sooperset/mcp-atlassian,5148,2026-05-11T09:14:18Z,0,5148,HEAD
23,epiral/bb-browser,github,https://github.com/epiral/bb-browser,5055,2026-05-11T09:12:52Z,0,5055,HEAD
24,21st-dev/magic-mcp,github,https://github.com/21st-dev/magic-mcp,4857,2026-05-11T08:57:45Z,0,4857,HEAD
25,aipotheosis-labs/aci,github,https://github.com/aipotheosis-labs/aci,4765,2026-05-11T03:11:52Z,0,4765,HEAD
26,u14app/deep-research,github,https://github.com/u14app/deep-research,4580,2026-05-10T15:48:42Z,0,4580,HEAD
27,exa-labs/exa-mcp-server,github,https://github.com/exa-labs/exa-mcp-server,4408,2026-05-11T06:48:43Z,0,4408,HEAD
28,makenotion/notion-mcp-server,github,https://github.com/makenotion/notion-mcp-server,4316,2026-05-11T08:04:31Z,0,4316,HEAD
29,Pimzino/spec-workflow-mcp,github,https://github.com/Pimzino/spec-workflow-mcp,4169,2026-05-11T09:30:05Z,0,4169,HEAD
30,antvis/mcp-server-chart,github,https://github.com/antvis/mcp-server-chart,4055,2026-05-10T19:15:35Z,0,4055,HEAD
31,leerob/directories,github,https://github.com/leerob/directories,3930,2026-05-11T08:22:30Z,0,3930,HEAD
32,haris-musa/excel-mcp-server,github,https://github.com/haris-musa/excel-mcp-server,3807,2026-05-11T06:18:34Z,0,3807,HEAD
33,Minidoracat/mcp-feedback-enhanced,github,https://github.com/Minidoracat/mcp-feedback-enhanced,3784,2026-05-09T14:58:19Z,0,3784,HEAD
34,cloudflare/mcp-server-cloudflare,github,https://github.com/cloudflare/mcp-server-cloudflare,3728,2026-05-11T00:14:07Z,0,3728,HEAD
35,MarkusPfundstein/mcp-obsidian,github,https://github.com/MarkusPfundstein/mcp-obsidian,3650,2026-05-11T09:07:01Z,0,3650,HEAD
36,opensumi/core,github,https://github.com/opensumi/core,3630,2026-05-05T08:16:11Z,0,3630,HEAD
37,Coding-Solo/godot-mcp,github,https://github.com/Coding-Solo/godot-mcp,3573,2026-05-11T08:32:20Z,0,3573,HEAD
38,openclaw/Peekaboo,github,https://github.com/openclaw/Peekaboo,3566,2026-05-11T09:15:09Z,0,3566,HEAD
39,laravel/boost,github,https://github.com/laravel/boost,3460,2026-05-10T16:29:16Z,0,3460,HEAD
40,Gentleman-Programming/engram,github,https://github.com/Gentleman-Programming/engram,3403,2026-05-11T09:00:33Z,0,3403,HEAD
41,browserbase/mcp-server-browserbase,github,https://github.com/browserbase/mcp-server-browserbase,3329,2026-05-11T03:11:49Z,0,3329,HEAD
42,CodeGraphContext/CodeGraphContext,github,https://github.com/CodeGraphContext/CodeGraphContext,3212,2026-05-11T09:29:26Z,0,3212,HEAD
43,punkpeye/fastmcp,github,https://github.com/punkpeye/fastmcp,3108,2026-05-11T03:12:08Z,0,3108,HEAD
44,grafana/mcp-grafana,github,https://github.com/grafana/mcp-grafana,2987,2026-05-11T08:26:35Z,0,2987,HEAD
45,homeassistant-ai/ha-mcp,github,https://github.com/homeassistant-ai/ha-mcp,2798,2026-05-11T04:58:19Z,0,2798,HEAD
46,Jpisnice/shadcn-ui-mcp-server,github,https://github.com/Jpisnice/shadcn-ui-mcp-server,2765,2026-05-11T02:21:02Z,0,2765,HEAD
47,bytebase/dbhub,github,https://github.com/bytebase/dbhub,2729,2026-05-11T09:13:38Z,0,2729,HEAD
48,blazickjp/arxiv-mcp-server,github,https://github.com/blazickjp/arxiv-mcp-server,2690,2026-05-11T07:49:02Z,0,2690,HEAD
49,agentgateway/agentgateway,github,https://github.com/agentgateway/agentgateway,2664,2026-05-11T09:29:57Z,0,2664,HEAD
50,Manavarya09/design-extract,github,https://github.com/Manavarya09/design-extract,2446,2026-05-11T09:27:57Z,0,2446,HEAD
