rank,target_id,source_type,repo_url,stars,last_commit_utc,adoption_signal,rank_score,snapshot_ref
23,epiral/bb-browser,github,https://github.com/epiral/bb-browser,5321,2026-05-18T09:35:55Z,0,5321,HEAD
24,sooperset/mcp-atlassian,github,https://github.com/sooperset/mcp-atlassian,5200,2026-05-18T09:41:44Z,0,5200,HEAD
25,21st-dev/magic-mcp,github,https://github.com/21st-dev/magic-mcp,4877,2026-05-18T09:33:33Z,0,4877,HEAD
26,aipotheosis-labs/aci,github,https://github.com/aipotheosis-labs/aci,4773,2026-05-17T20:16:29Z,0,4773,HEAD
27,u14app/deep-research,github,https://github.com/u14app/deep-research,4585,2026-05-18T08:04:32Z,0,4585,HEAD
28,exa-labs/exa-mcp-server,github,https://github.com/exa-labs/exa-mcp-server,4440,2026-05-18T06:36:50Z,0,4440,HEAD
29,makenotion/notion-mcp-server,github,https://github.com/makenotion/notion-mcp-server,4340,2026-05-18T05:43:26Z,0,4340,HEAD
30,openclaw/Peekaboo,github,https://github.com/openclaw/Peekaboo,4339,2026-05-18T09:39:23Z,0,4339,HEAD
31,Pimzino/spec-workflow-mcp,github,https://github.com/Pimzino/spec-workflow-mcp,4182,2026-05-17T23:12:08Z,0,4182,HEAD
32,antvis/mcp-server-chart,github,https://github.com/antvis/mcp-server-chart,4070,2026-05-18T08:49:25Z,0,4070,HEAD
33,haris-musa/excel-mcp-server,github,https://github.com/haris-musa/excel-mcp-server,3835,2026-05-18T08:04:22Z,0,3835,HEAD
34,Minidoracat/mcp-feedback-enhanced,github,https://github.com/Minidoracat/mcp-feedback-enhanced,3783,2026-05-18T01:38:56Z,0,3783,HEAD
35,cloudflare/mcp-server-cloudflare,github,https://github.com/cloudflare/mcp-server-cloudflare,3754,2026-05-18T03:16:27Z,0,3754,HEAD
36,MarkusPfundstein/mcp-obsidian,github,https://github.com/MarkusPfundstein/mcp-obsidian,3710,2026-05-18T07:30:58Z,0,3710,HEAD
37,Coding-Solo/godot-mcp,github,https://github.com/Coding-Solo/godot-mcp,3703,2026-05-18T07:47:11Z,0,3703,HEAD
38,opensumi/core,github,https://github.com/opensumi/core,3630,2026-05-18T09:36:15Z,0,3630,HEAD
39,Gentleman-Programming/engram,github,https://github.com/Gentleman-Programming/engram,3578,2026-05-18T09:17:29Z,0,3578,HEAD
40,laravel/boost,github,https://github.com/laravel/boost,3471,2026-05-16T23:44:16Z,0,3471,HEAD
41,browserbase/mcp-server-browserbase,github,https://github.com/browserbase/mcp-server-browserbase,3343,2026-05-17T09:11:51Z,0,3343,HEAD
42,CodeGraphContext/CodeGraphContext,github,https://github.com/CodeGraphContext/CodeGraphContext,3310,2026-05-18T09:06:17Z,0,3310,HEAD
43,punkpeye/fastmcp,github,https://github.com/punkpeye/fastmcp,3117,2026-05-18T05:02:44Z,0,3117,HEAD
44,grafana/mcp-grafana,github,https://github.com/grafana/mcp-grafana,3019,2026-05-18T09:34:08Z,0,3019,HEAD
45,homeassistant-ai/ha-mcp,github,https://github.com/homeassistant-ai/ha-mcp,2938,2026-05-18T09:32:41Z,0,2938,HEAD
46,bytebase/dbhub,github,https://github.com/bytebase/dbhub,2775,2026-05-18T07:20:18Z,0,2775,HEAD
47,Jpisnice/shadcn-ui-mcp-server,github,https://github.com/Jpisnice/shadcn-ui-mcp-server,2768,2026-05-17T21:24:52Z,0,2768,HEAD
48,blazickjp/arxiv-mcp-server,github,https://github.com/blazickjp/arxiv-mcp-server,2740,2026-05-18T09:36:05Z,0,2740,HEAD
49,agentgateway/agentgateway,github,https://github.com/agentgateway/agentgateway,2730,2026-05-18T07:02:52Z,0,2730,HEAD
50,Manavarya09/design-extract,github,https://github.com/Manavarya09/design-extract,2681,2026-05-18T09:50:28Z,0,2681,HEAD
