rank,target_id,source_type,repo_url,stars,last_commit_utc,adoption_signal,rank_score,snapshot_ref
1,headroomlabs-ai/headroom,github,https://github.com/headroomlabs-ai/headroom,60504,2026-07-20T08:48:03Z,0,60504,HEAD
2,microsoft/playwright-mcp,github,https://github.com/microsoft/playwright-mcp,35277,2026-07-20T07:58:48Z,0,35277,HEAD
3,DeusData/codebase-memory-mcp,github,https://github.com/DeusData/codebase-memory-mcp,33062,2026-07-20T08:27:46Z,0,33062,HEAD
4,github/github-mcp-server,github,https://github.com/github/github-mcp-server,31573,2026-07-20T08:06:49Z,0,31573,HEAD
5,PrefectHQ/fastmcp,github,https://github.com/PrefectHQ/fastmcp,26340,2026-07-20T08:41:35Z,0,26340,HEAD
6,activepieces/activepieces,github,https://github.com/activepieces/activepieces,23340,2026-07-20T08:33:39Z,0,23340,HEAD
7,googleapis/mcp-toolbox,github,https://github.com/googleapis/mcp-toolbox,15983,2026-07-20T07:54:37Z,0,15983,HEAD
8,GLips/Figma-Context-MCP,github,https://github.com/GLips/Figma-Context-MCP,15437,2026-07-20T07:56:10Z,0,15437,HEAD
9,MODSetter/SurfSense,github,https://github.com/MODSetter/SurfSense,15285,2026-07-20T08:16:29Z,0,15285,HEAD
10,hangwin/mcp-chrome,github,https://github.com/hangwin/mcp-chrome,12159,2026-07-20T07:35:51Z,0,12159,HEAD
11,BeehiveInnovations/pal-mcp-server,github,https://github.com/BeehiveInnovations/pal-mcp-server,11694,2026-07-20T06:00:54Z,0,11694,HEAD
12,0x4m4/hexstrike-ai,github,https://github.com/0x4m4/hexstrike-ai,10395,2026-07-20T08:41:57Z,0,10395,HEAD
13,LaurieWired/GhidraMCP,github,https://github.com/LaurieWired/GhidraMCP,9541,2026-07-20T08:39:42Z,0,9541,HEAD
14,awslabs/mcp,github,https://github.com/awslabs/mcp,9473,2026-07-20T08:00:04Z,0,9473,HEAD
15,xberg-io/xberg,github,https://github.com/xberg-io/xberg,8675,2026-07-20T05:54:44Z,0,8675,HEAD
16,wonderwhy-er/DesktopCommanderMCP,github,https://github.com/wonderwhy-er/DesktopCommanderMCP,8584,2026-07-20T08:47:02Z,0,8584,HEAD
17,idosal/git-mcp,github,https://github.com/idosal/git-mcp,8268,2026-07-20T06:55:01Z,0,8268,HEAD
18,webiny/webiny-js,github,https://github.com/webiny/webiny-js,8015,2026-07-20T02:01:16Z,0,8015,HEAD
19,google-labs-code/stitch-skills,github,https://github.com/google-labs-code/stitch-skills,7711,2026-07-20T08:10:55Z,0,7711,HEAD
20,firecrawl/firecrawl-mcp-server,github,https://github.com/firecrawl/firecrawl-mcp-server,7000,2026-07-20T06:51:45Z,0,7000,HEAD
21,BrowserMCP/mcp,github,https://github.com/BrowserMCP/mcp,6845,2026-07-20T01:41:11Z,0,6845,HEAD
22,CursorTouch/Windows-MCP,github,https://github.com/CursorTouch/Windows-MCP,6462,2026-07-20T05:58:11Z,0,6462,HEAD
23,getsentry/XcodeBuildMCP,github,https://github.com/getsentry/XcodeBuildMCP,6096,2026-07-20T08:10:04Z,0,6096,HEAD
24,epiral/bb-browser,github,https://github.com/epiral/bb-browser,5984,2026-07-20T06:37:57Z,0,5984,HEAD
25,lharries/whatsapp-mcp,github,https://github.com/lharries/whatsapp-mcp,5916,2026-07-19T14:19:42Z,0,5916,HEAD
26,kucherenko/jscpd,github,https://github.com/kucherenko/jscpd,5902,2026-07-20T07:12:22Z,0,5902,HEAD
27,sooperset/mcp-atlassian,github,https://github.com/sooperset/mcp-atlassian,5585,2026-07-20T01:29:27Z,0,5585,HEAD
