rank,target_id,source_type,repo_url,stars,last_commit_utc,adoption_signal,rank_score,snapshot_ref
28,Gentleman-Programming/gentle-ai,github,https://github.com/Gentleman-Programming/gentle-ai,7091,2026-09-21T11:00:43Z,0,7091,HEAD
29,CursorTouch/Windows-MCP,github,https://github.com/CursorTouch/Windows-MCP,7067,2026-09-21T11:34:45Z,0,7067,HEAD
30,Gentleman-Programming/engram,github,https://github.com/Gentleman-Programming/engram,6738,2026-09-21T11:44:12Z,0,6738,HEAD
31,getsentry/XcodeBuildMCP,github,https://github.com/getsentry/XcodeBuildMCP,6410,2026-09-21T08:49:55Z,0,6410,HEAD
32,lharries/whatsapp-mcp,github,https://github.com/lharries/whatsapp-mcp,6295,2026-09-21T10:16:06Z,0,6295,HEAD
33,kucherenko/jscpd,github,https://github.com/kucherenko/jscpd,6251,2026-09-21T09:35:58Z,0,6251,HEAD
34,epiral/bb-browser,github,https://github.com/epiral/bb-browser,6226,2026-09-21T09:26:41Z,0,6226,HEAD
35,jacob-bd/gemini-notebook-mcp-cli,github,https://github.com/jacob-bd/gemini-notebook-mcp-cli,6119,2026-09-21T10:01:11Z,0,6119,HEAD
36,Q00/ouroboros,github,https://github.com/Q00/ouroboros,6055,2026-09-21T11:31:54Z,0,6055,HEAD
37,FlorianBruniaux/claude-code-ultimate-guide,github,https://github.com/FlorianBruniaux/claude-code-ultimate-guide,6009,2026-09-21T09:11:38Z,0,6009,HEAD
38,sooperset/mcp-atlassian,github,https://github.com/sooperset/mcp-atlassian,5927,2026-09-21T11:00:39Z,0,5927,HEAD
39,Coding-Solo/godot-mcp,github,https://github.com/Coding-Solo/godot-mcp,5768,2026-09-21T10:08:34Z,0,5768,HEAD
40,openclaw/Peekaboo,github,https://github.com/openclaw/Peekaboo,5192,2026-09-21T11:18:02Z,0,5192,HEAD
41,exa-labs/exa-mcp-server,github,https://github.com/exa-labs/exa-mcp-server,5035,2026-09-21T09:41:09Z,0,5035,HEAD
42,TabularisDB/tabularis,github,https://github.com/TabularisDB/tabularis,5014,2026-09-21T10:08:07Z,0,5014,HEAD
43,agentgateway/agentgateway,github,https://github.com/agentgateway/agentgateway,4954,2026-09-21T10:03:12Z,0,4954,HEAD
44,aipotheosis-labs/aci,github,https://github.com/aipotheosis-labs/aci,4898,2026-09-21T03:07:56Z,0,4898,HEAD
45,homeassistant-ai/ha-mcp,github,https://github.com/homeassistant-ai/ha-mcp,4806,2026-09-21T11:18:35Z,0,4806,HEAD
46,callstack/agent-device,github,https://github.com/callstack/agent-device,4700,2026-09-21T11:19:07Z,0,4700,HEAD
47,u14app/deep-research,github,https://github.com/u14app/deep-research,4689,2026-09-20T13:51:20Z,0,4689,HEAD
48,makenotion/notion-mcp-server,github,https://github.com/makenotion/notion-mcp-server,4642,2026-09-21T10:22:49Z,0,4642,HEAD
49,prest/prest,github,https://github.com/prest/prest,4620,2026-09-20T09:56:43Z,0,4620,HEAD
50,atilaahmettaner/tradingview-mcp,github,https://github.com/atilaahmettaner/tradingview-mcp,4601,2026-09-21T11:20:37Z,0,4601,HEAD
