rank,target_id,source_type,repo_url,stars,last_commit_utc,adoption_signal,rank_score,snapshot_ref
1,microsoft/playwright-mcp,github,https://github.com/microsoft/playwright-mcp,29976,2026-03-30T07:05:09Z,0,29976,HEAD
2,github/github-mcp-server,github,https://github.com/github/github-mcp-server,28383,2026-03-30T07:00:25Z,0,28383,HEAD
3,PrefectHQ/fastmcp,github,https://github.com/PrefectHQ/fastmcp,24130,2026-03-30T06:41:42Z,0,24130,HEAD
4,oraios/serena,github,https://github.com/oraios/serena,22244,2026-03-30T07:17:32Z,0,22244,HEAD
5,activepieces/activepieces,github,https://github.com/activepieces/activepieces,21482,2026-03-30T05:47:16Z,0,21482,HEAD
6,GLips/Figma-Context-MCP,github,https://github.com/GLips/Figma-Context-MCP,14032,2026-03-30T07:20:21Z,0,14032,HEAD
7,googleapis/genai-toolbox,github,https://github.com/googleapis/genai-toolbox,13575,2026-03-30T07:09:07Z,0,13575,HEAD
8,BeehiveInnovations/pal-mcp-server,github,https://github.com/BeehiveInnovations/pal-mcp-server,11335,2026-03-30T07:18:12Z,0,11335,HEAD
9,hangwin/mcp-chrome,github,https://github.com/hangwin/mcp-chrome,11022,2026-03-30T06:52:21Z,0,11022,HEAD
10,awslabs/mcp,github,https://github.com/awslabs/mcp,8618,2026-03-30T06:21:20Z,0,8618,HEAD
11,LaurieWired/GhidraMCP,github,https://github.com/LaurieWired/GhidraMCP,8077,2026-03-30T06:35:52Z,0,8077,HEAD
12,idosal/git-mcp,github,https://github.com/idosal/git-mcp,7846,2026-03-30T05:50:29Z,0,7846,HEAD
13,0x4m4/hexstrike-ai,github,https://github.com/0x4m4/hexstrike-ai,7759,2026-03-30T06:02:41Z,0,7759,HEAD
14,kreuzberg-dev/kreuzberg,github,https://github.com/kreuzberg-dev/kreuzberg,7171,2026-03-30T07:19:14Z,0,7171,HEAD
15,BrowserMCP/mcp,github,https://github.com/BrowserMCP/mcp,6196,2026-03-30T07:12:11Z,0,6196,HEAD
16,firecrawl/firecrawl-mcp-server,github,https://github.com/firecrawl/firecrawl-mcp-server,5902,2026-03-30T07:13:42Z,0,5902,HEAD
17,wonderwhy-er/DesktopCommanderMCP,github,https://github.com/wonderwhy-er/DesktopCommanderMCP,5811,2026-03-30T03:40:25Z,0,5811,HEAD
18,lharries/whatsapp-mcp,github,https://github.com/lharries/whatsapp-mcp,5463,2026-03-30T01:20:57Z,0,5463,HEAD
19,getsentry/XcodeBuildMCP,github,https://github.com/getsentry/XcodeBuildMCP,4951,2026-03-30T04:22:42Z,0,4951,HEAD
20,CursorTouch/Windows-MCP,github,https://github.com/CursorTouch/Windows-MCP,4943,2026-03-30T07:16:45Z,0,4943,HEAD
21,sooperset/mcp-atlassian,github,https://github.com/sooperset/mcp-atlassian,4757,2026-03-30T06:56:36Z,0,4757,HEAD
22,aipotheosis-labs/aci,github,https://github.com/aipotheosis-labs/aci,4751,2026-03-29T17:35:43Z,0,4751,HEAD
23,21st-dev/magic-mcp,github,https://github.com/21st-dev/magic-mcp,4598,2026-03-30T06:12:43Z,0,4598,HEAD
24,u14app/deep-research,github,https://github.com/u14app/deep-research,4550,2026-03-30T04:10:44Z,0,4550,HEAD
25,makenotion/notion-mcp-server,github,https://github.com/makenotion/notion-mcp-server,4127,2026-03-30T07:10:02Z,0,4127,HEAD
26,exa-labs/exa-mcp-server,github,https://github.com/exa-labs/exa-mcp-server,4116,2026-03-30T07:16:02Z,0,4116,HEAD
27,Pimzino/spec-workflow-mcp,github,https://github.com/Pimzino/spec-workflow-mcp,4072,2026-03-30T02:12:29Z,0,4072,HEAD
28,leerob/directories,github,https://github.com/leerob/directories,3919,2026-03-29T17:36:22Z,0,3919,HEAD
29,antvis/mcp-server-chart,github,https://github.com/antvis/mcp-server-chart,3897,2026-03-30T07:17:35Z,0,3897,HEAD
30,Minidoracat/mcp-feedback-enhanced,github,https://github.com/Minidoracat/mcp-feedback-enhanced,3690,2026-03-30T06:48:22Z,0,3690,HEAD
31,opensumi/core,github,https://github.com/opensumi/core,3617,2026-03-29T17:36:35Z,0,3617,HEAD
32,haris-musa/excel-mcp-server,github,https://github.com/haris-musa/excel-mcp-server,3594,2026-03-30T05:32:08Z,0,3594,HEAD
33,cloudflare/mcp-server-cloudflare,github,https://github.com/cloudflare/mcp-server-cloudflare,3575,2026-03-30T04:58:30Z,0,3575,HEAD
34,laravel/boost,github,https://github.com/laravel/boost,3369,2026-03-30T04:37:52Z,0,3369,HEAD
35,epiral/bb-browser,github,https://github.com/epiral/bb-browser,3256,2026-03-30T07:19:38Z,0,3256,HEAD
36,browserbase/mcp-server-browserbase,github,https://github.com/browserbase/mcp-server-browserbase,3216,2026-03-29T17:36:50Z,0,3216,HEAD
37,MarkusPfundstein/mcp-obsidian,github,https://github.com/MarkusPfundstein/mcp-obsidian,3155,2026-03-30T07:09:55Z,0,3155,HEAD
38,steipete/Peekaboo,github,https://github.com/steipete/Peekaboo,3012,2026-03-30T07:04:41Z,0,3012,HEAD
39,Jpisnice/shadcn-ui-mcp-server,github,https://github.com/Jpisnice/shadcn-ui-mcp-server,2742,2026-03-30T07:02:55Z,0,2742,HEAD
40,Coding-Solo/godot-mcp,github,https://github.com/Coding-Solo/godot-mcp,2728,2026-03-30T06:25:44Z,0,2728,HEAD
41,CodeGraphContext/CodeGraphContext,github,https://github.com/CodeGraphContext/CodeGraphContext,2679,2026-03-30T02:57:10Z,0,2679,HEAD
42,grafana/mcp-grafana,github,https://github.com/grafana/mcp-grafana,2675,2026-03-30T01:51:03Z,0,2675,HEAD
43,bytebase/dbhub,github,https://github.com/bytebase/dbhub,2448,2026-03-30T04:59:38Z,0,2448,HEAD
44,blazickjp/arxiv-mcp-server,github,https://github.com/blazickjp/arxiv-mcp-server,2447,2026-03-30T07:16:39Z,0,2447,HEAD
45,brightdata/brightdata-mcp,github,https://github.com/brightdata/brightdata-mcp,2246,2026-03-30T06:24:58Z,0,2246,HEAD
46,agentgateway/agentgateway,github,https://github.com/agentgateway/agentgateway,2221,2026-03-30T06:09:53Z,0,2221,HEAD
47,jamubc/gemini-mcp-tool,github,https://github.com/jamubc/gemini-mcp-tool,2108,2026-03-30T06:00:53Z,0,2108,HEAD
48,AmoyLab/Unla,github,https://github.com/AmoyLab/Unla,2076,2026-03-28T22:29:01Z,0,2076,HEAD
49,perplexityai/modelcontextprotocol,github,https://github.com/perplexityai/modelcontextprotocol,2062,2026-03-30T03:12:57Z,0,2062,HEAD
50,cyberagiinc/DevDocs,github,https://github.com/cyberagiinc/DevDocs,2047,2026-03-29T22:05:54Z,0,2047,HEAD
