rank,target_id,source_type,repo_url,stars,last_commit_utc,adoption_signal,rank_score,snapshot_ref
1,microsoft/playwright-mcp,github,https://github.com/microsoft/playwright-mcp,31479,2026-04-27T08:01:20Z,0,31479,HEAD
2,github/github-mcp-server,github,https://github.com/github/github-mcp-server,29278,2026-04-27T06:01:53Z,0,29278,HEAD
3,PrefectHQ/fastmcp,github,https://github.com/PrefectHQ/fastmcp,24875,2026-04-27T08:12:47Z,0,24875,HEAD
4,activepieces/activepieces,github,https://github.com/activepieces/activepieces,21922,2026-04-27T07:47:47Z,0,21922,HEAD
5,googleapis/mcp-toolbox,github,https://github.com/googleapis/mcp-toolbox,14824,2026-04-27T07:15:41Z,0,14824,HEAD
6,GLips/Figma-Context-MCP,github,https://github.com/GLips/Figma-Context-MCP,14530,2026-04-27T08:05:31Z,0,14530,HEAD
7,BeehiveInnovations/pal-mcp-server,github,https://github.com/BeehiveInnovations/pal-mcp-server,11479,2026-04-27T08:00:17Z,0,11479,HEAD
8,hangwin/mcp-chrome,github,https://github.com/hangwin/mcp-chrome,11308,2026-04-27T07:30:04Z,0,11308,HEAD
9,awslabs/mcp,github,https://github.com/awslabs/mcp,8881,2026-04-27T07:47:49Z,0,8881,HEAD
10,LaurieWired/GhidraMCP,github,https://github.com/LaurieWired/GhidraMCP,8652,2026-04-27T07:52:10Z,0,8652,HEAD
11,0x4m4/hexstrike-ai,github,https://github.com/0x4m4/hexstrike-ai,8305,2026-04-27T07:53:55Z,0,8305,HEAD
12,kreuzberg-dev/kreuzberg,github,https://github.com/kreuzberg-dev/kreuzberg,8049,2026-04-27T08:00:36Z,0,8049,HEAD
13,idosal/git-mcp,github,https://github.com/idosal/git-mcp,7989,2026-04-27T06:48:56Z,0,7989,HEAD
14,webiny/webiny-js,github,https://github.com/webiny/webiny-js,7970,2026-04-26T14:49:57Z,0,7970,HEAD
15,BrowserMCP/mcp,github,https://github.com/BrowserMCP/mcp,6408,2026-04-27T04:23:48Z,0,6408,HEAD
16,firecrawl/firecrawl-mcp-server,github,https://github.com/firecrawl/firecrawl-mcp-server,6147,2026-04-27T07:32:14Z,0,6147,HEAD
17,wonderwhy-er/DesktopCommanderMCP,github,https://github.com/wonderwhy-er/DesktopCommanderMCP,5955,2026-04-27T07:13:08Z,0,5955,HEAD
18,lharries/whatsapp-mcp,github,https://github.com/lharries/whatsapp-mcp,5561,2026-04-27T08:01:41Z,0,5561,HEAD
19,CursorTouch/Windows-MCP,github,https://github.com/CursorTouch/Windows-MCP,5366,2026-04-27T07:15:19Z,0,5366,HEAD
20,getsentry/XcodeBuildMCP,github,https://github.com/getsentry/XcodeBuildMCP,5337,2026-04-27T08:03:55Z,0,5337,HEAD
21,sooperset/mcp-atlassian,github,https://github.com/sooperset/mcp-atlassian,5038,2026-04-27T06:55:12Z,0,5038,HEAD
22,google-labs-code/stitch-skills,github,https://github.com/google-labs-code/stitch-skills,4960,2026-04-27T07:36:55Z,0,4960,HEAD
23,epiral/bb-browser,github,https://github.com/epiral/bb-browser,4811,2026-04-27T07:57:44Z,0,4811,HEAD
24,21st-dev/magic-mcp,github,https://github.com/21st-dev/magic-mcp,4800,2026-04-27T08:06:24Z,0,4800,HEAD
25,aipotheosis-labs/aci,github,https://github.com/aipotheosis-labs/aci,4756,2026-04-25T03:22:02Z,0,4756,HEAD
26,u14app/deep-research,github,https://github.com/u14app/deep-research,4569,2026-04-27T02:15:31Z,0,4569,HEAD
27,exa-labs/exa-mcp-server,github,https://github.com/exa-labs/exa-mcp-server,4334,2026-04-27T08:05:37Z,0,4334,HEAD
28,makenotion/notion-mcp-server,github,https://github.com/makenotion/notion-mcp-server,4270,2026-04-27T04:54:18Z,0,4270,HEAD
29,Pimzino/spec-workflow-mcp,github,https://github.com/Pimzino/spec-workflow-mcp,4143,2026-04-27T07:21:14Z,0,4143,HEAD
30,antvis/mcp-server-chart,github,https://github.com/antvis/mcp-server-chart,4015,2026-04-27T04:21:25Z,0,4015,HEAD
31,leerob/directories,github,https://github.com/leerob/directories,3925,2026-04-24T23:15:33Z,0,3925,HEAD
32,Minidoracat/mcp-feedback-enhanced,github,https://github.com/Minidoracat/mcp-feedback-enhanced,3783,2026-04-27T00:59:41Z,0,3783,HEAD
33,haris-musa/excel-mcp-server,github,https://github.com/haris-musa/excel-mcp-server,3759,2026-04-27T07:24:00Z,0,3759,HEAD
34,cloudflare/mcp-server-cloudflare,github,https://github.com/cloudflare/mcp-server-cloudflare,3663,2026-04-27T07:21:56Z,0,3663,HEAD
35,opensumi/core,github,https://github.com/opensumi/core,3628,2026-04-27T03:27:52Z,0,3628,HEAD
36,MarkusPfundstein/mcp-obsidian,github,https://github.com/MarkusPfundstein/mcp-obsidian,3494,2026-04-27T08:07:29Z,0,3494,HEAD
37,laravel/boost,github,https://github.com/laravel/boost,3437,2026-04-27T07:59:23Z,0,3437,HEAD
38,browserbase/mcp-server-browserbase,github,https://github.com/browserbase/mcp-server-browserbase,3289,2026-04-27T07:02:15Z,0,3289,HEAD
39,Coding-Solo/godot-mcp,github,https://github.com/Coding-Solo/godot-mcp,3269,2026-04-27T05:40:33Z,0,3269,HEAD
40,steipete/Peekaboo,github,https://github.com/steipete/Peekaboo,3207,2026-04-27T07:54:26Z,0,3207,HEAD
41,CodeGraphContext/CodeGraphContext,github,https://github.com/CodeGraphContext/CodeGraphContext,3061,2026-04-27T06:21:22Z,0,3061,HEAD
42,punkpeye/fastmcp,github,https://github.com/punkpeye/fastmcp,3059,2026-04-26T21:26:11Z,0,3059,HEAD
43,grafana/mcp-grafana,github,https://github.com/grafana/mcp-grafana,2917,2026-04-27T05:32:25Z,0,2917,HEAD
44,Gentleman-Programming/engram,github,https://github.com/Gentleman-Programming/engram,2876,2026-04-27T07:55:36Z,0,2876,HEAD
45,Jpisnice/shadcn-ui-mcp-server,github,https://github.com/Jpisnice/shadcn-ui-mcp-server,2753,2026-04-26T19:24:01Z,0,2753,HEAD
46,bytebase/dbhub,github,https://github.com/bytebase/dbhub,2645,2026-04-26T16:03:30Z,0,2645,HEAD
47,blazickjp/arxiv-mcp-server,github,https://github.com/blazickjp/arxiv-mcp-server,2598,2026-04-27T08:08:43Z,0,2598,HEAD
48,homeassistant-ai/ha-mcp,github,https://github.com/homeassistant-ai/ha-mcp,2570,2026-04-27T08:07:26Z,0,2570,HEAD
49,agentgateway/agentgateway,github,https://github.com/agentgateway/agentgateway,2508,2026-04-27T07:45:49Z,0,2508,HEAD
50,brightdata/brightdata-mcp,github,https://github.com/brightdata/brightdata-mcp,2318,2026-04-26T13:47:58Z,0,2318,HEAD
