rank,target_id,source_type,repo_url,stars,last_commit_utc,adoption_signal,rank_score,snapshot_ref
1,headroomlabs-ai/headroom,github,https://github.com/headroomlabs-ai/headroom,66565,2026-08-17T06:37:22Z,0,66565,HEAD
2,DeusData/codebase-memory-mcp,github,https://github.com/DeusData/codebase-memory-mcp,39174,2026-08-17T06:40:32Z,0,39174,HEAD
3,microsoft/playwright-mcp,github,https://github.com/microsoft/playwright-mcp,36190,2026-08-17T06:31:30Z,0,36190,HEAD
4,github/github-mcp-server,github,https://github.com/github/github-mcp-server,32295,2026-08-17T06:34:56Z,0,32295,HEAD
5,PrefectHQ/fastmcp,github,https://github.com/PrefectHQ/fastmcp,27244,2026-08-17T03:58:53Z,0,27244,HEAD
6,activepieces/activepieces,github,https://github.com/activepieces/activepieces,23835,2026-08-17T06:20:42Z,0,23835,HEAD
7,googleapis/mcp-toolbox,github,https://github.com/googleapis/mcp-toolbox,16184,2026-08-17T06:35:24Z,0,16184,HEAD
8,MODSetter/SurfSense,github,https://github.com/MODSetter/SurfSense,15932,2026-08-17T06:26:17Z,0,15932,HEAD
9,GLips/Figma-Context-MCP,github,https://github.com/GLips/Figma-Context-MCP,15668,2026-08-17T03:21:20Z,0,15668,HEAD
10,t8y2/dbx,github,https://github.com/t8y2/dbx,15198,2026-08-17T06:38:40Z,0,15198,HEAD
11,hangwin/mcp-chrome,github,https://github.com/hangwin/mcp-chrome,12309,2026-08-17T06:04:31Z,0,12309,HEAD
12,BeehiveInnovations/pal-mcp-server,github,https://github.com/BeehiveInnovations/pal-mcp-server,11724,2026-08-16T14:54:39Z,0,11724,HEAD
13,0x4m4/hexstrike-ai,github,https://github.com/0x4m4/hexstrike-ai,11107,2026-08-17T05:48:47Z,0,11107,HEAD
14,LaurieWired/GhidraMCP,github,https://github.com/LaurieWired/GhidraMCP,9804,2026-08-17T06:27:26Z,0,9804,HEAD
15,awslabs/mcp,github,https://github.com/awslabs/mcp,9609,2026-08-17T05:26:29Z,0,9609,HEAD
16,wonderwhy-er/DesktopCommanderMCP,github,https://github.com/wonderwhy-er/DesktopCommanderMCP,9335,2026-08-17T06:26:09Z,0,9335,HEAD
17,xberg-io/xberg,github,https://github.com/xberg-io/xberg,9119,2026-08-17T03:50:22Z,0,9119,HEAD
18,idosal/git-mcp,github,https://github.com/idosal/git-mcp,8332,2026-08-17T01:38:07Z,0,8332,HEAD
19,google-labs-code/stitch-skills,github,https://github.com/google-labs-code/stitch-skills,8070,2026-08-17T06:26:28Z,0,8070,HEAD
20,webiny/webiny-js,github,https://github.com/webiny/webiny-js,8030,2026-08-16T09:51:28Z,0,8030,HEAD
21,firecrawl/firecrawl-mcp-server,github,https://github.com/firecrawl/firecrawl-mcp-server,7252,2026-08-17T06:04:53Z,0,7252,HEAD
22,BrowserMCP/mcp,github,https://github.com/BrowserMCP/mcp,6973,2026-08-16T19:43:13Z,0,6973,HEAD
23,CursorTouch/Windows-MCP,github,https://github.com/CursorTouch/Windows-MCP,6760,2026-08-17T03:36:46Z,0,6760,HEAD
24,getsentry/XcodeBuildMCP,github,https://github.com/getsentry/XcodeBuildMCP,6247,2026-08-16T22:36:47Z,0,6247,HEAD
25,lharries/whatsapp-mcp,github,https://github.com/lharries/whatsapp-mcp,6159,2026-08-17T06:32:35Z,0,6159,HEAD
26,epiral/bb-browser,github,https://github.com/epiral/bb-browser,6053,2026-08-17T01:26:54Z,0,6053,HEAD
